@relation yeast6_clustered

@attribute Instance_number numeric
@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {positive,negative}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33}

@data
1018,0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,negative,cluster14
1019,0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,negative,cluster30
1020,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,negative,cluster14
1021,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22,negative,cluster30
1022,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,negative,cluster25
1023,0.6,0.51,0.49,0.18,0.5,0,0.53,0.38,negative,cluster0
1024,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22,negative,cluster29
1025,0.55,0.52,0.44,0.2,0.5,0,0.56,0.22,negative,cluster32
1026,0.49,0.38,0.56,0.09,0.5,0,0.46,0.22,negative,cluster4
1027,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22,negative,cluster33
1028,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25,negative,cluster32
1029,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22,negative,cluster19
1030,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26,negative,cluster11
1031,0.58,0.56,0.46,0.14,0.5,0,0.51,0.22,negative,cluster32
1032,0.46,0.47,0.44,0.18,1,0,0.46,0.22,negative,cluster9
1033,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27,negative,cluster6
1034,0.56,0.49,0.32,0.22,0.5,0,0.5,0.22,negative,cluster28
1035,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22,negative,cluster25
1036,0.44,0.51,0.53,0.3,0.5,0,0.53,0.22,negative,cluster20
1037,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31,negative,cluster32
1038,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22,negative,cluster28
1039,0.46,0.38,0.51,0.2,0.5,0,0.51,0.22,negative,cluster25
1040,0.55,0.72,0.35,0.26,0.5,0,0.49,0.22,negative,cluster28
1041,0.54,0.44,0.35,0.19,0.5,0,0.51,0.27,negative,cluster16
1042,0.65,0.66,0.37,0.12,0.5,0,0.52,0.27,negative,cluster29
1043,0.41,0.4,0.56,0.17,0.5,0,0.56,0.22,negative,cluster19
1044,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22,negative,cluster6
1045,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31,negative,cluster25
1046,0.59,0.55,0.57,0.18,0.5,0,0.51,0.22,negative,cluster32
1047,0.48,0.51,0.5,0.24,0.5,0,0.54,0.38,negative,cluster0
1048,0.39,0.3,0.63,0.2,0.5,0,0.43,0.47,negative,cluster17
1049,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29,negative,cluster20
1050,0.77,0.82,0.4,0.36,0.5,0,0.38,0.22,negative,cluster3
1051,0.52,0.55,0.39,0.09,1,0,0.55,0.25,negative,cluster9
1052,0.42,0.28,0.33,0.23,0.5,0,0.39,0.26,negative,cluster16
1053,0.47,0.37,0.46,0.28,0.5,0,0.52,0.99,negative,cluster22
1054,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27,negative,cluster27
1055,0.3,0.33,0.55,0.12,0.5,0,0.53,0.38,negative,cluster21
1056,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25,negative,cluster25
1057,0.54,0.59,0.57,0.34,0.5,0,0.49,0.22,negative,cluster20
1058,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22,negative,cluster8
1059,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3,negative,cluster3
1060,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,negative,cluster8
1061,0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,negative,cluster30
1062,0.53,0.49,0.47,0.21,0.5,0,0.53,0.22,negative,cluster25
1063,0.7,0.57,0.34,0.19,0.5,0,0.53,0.27,negative,cluster29
1064,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25,negative,cluster23
1065,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29,negative,cluster25
1066,0.4,0.49,0.53,0.23,0.5,0,0.44,0.26,negative,cluster11
1067,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22,negative,cluster6
1068,0.42,0.42,0.55,0.31,0.5,0,0.43,0.22,negative,cluster7
1069,0.45,0.41,0.53,0.49,0.5,0,0.49,0.31,negative,cluster30
1070,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34,negative,cluster33
1071,0.47,0.5,0.47,0.22,0.5,0,0.53,0.45,negative,cluster0
1072,0.33,0.42,0.55,0.23,0.5,0,0.52,0.43,negative,cluster17
1073,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25,negative,cluster32
1074,0.37,0.47,0.49,0.12,0.5,0,0.47,0.31,negative,cluster11
1075,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,negative,cluster11
1076,0.38,0.42,0.31,0.35,0.5,0,0.52,0.22,negative,cluster16
1077,0.46,0.56,0.56,0.25,0.5,0,0.43,0.22,negative,cluster20
1078,0.47,0.55,0.57,0.17,0.5,0,0.52,0.66,negative,cluster31
1079,0.37,0.55,0.52,0.13,0.5,0,0.42,0.8,negative,cluster31
1080,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45,negative,cluster17
1081,0.8,0.69,0.53,0.33,0.5,0,0.51,0.22,negative,cluster29
1082,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34,negative,cluster28
1083,0.19,0.16,0.68,0.36,0.5,0,0.49,0.21,negative,cluster7
1084,0.64,0.31,0.53,0.15,0.5,0,0.53,0.31,negative,cluster4
1085,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22,negative,cluster16
1086,0.47,0.56,0.51,0.2,0.5,0,0.52,0.59,negative,cluster31
1087,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22,negative,cluster6
1088,0.48,0.55,0.58,0.18,0.5,0,0.38,0.69,negative,cluster31
1089,0.57,0.51,0.34,0.13,0.5,0,0.53,0.27,negative,cluster28
1090,0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,negative,cluster5
1091,0.54,0.5,0.51,0.26,0.5,0,0.52,0.22,negative,cluster27
1092,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27,negative,cluster14
1093,0.27,0.41,0.24,0.2,0.5,0,0.49,0.22,negative,cluster5
1094,0.25,0.35,0.22,0.18,0.5,0,0.46,0.22,negative,cluster5
1095,0.39,0.45,0.51,0.29,0.5,0,0.54,0.22,negative,cluster25
1096,0.33,0.47,0.55,0.24,0.5,0,0.45,0.67,negative,cluster22
1097,0.37,0.4,0.38,0.18,0.5,0,0.51,0.22,negative,cluster5
1098,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22,negative,cluster25
1099,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33,negative,cluster14
1100,0.55,0.4,0.62,0.22,0.5,0,0.37,0.28,negative,cluster2
1101,0.33,0.46,0.6,0.18,0.5,0,0.51,0.26,negative,cluster11
1102,0.51,0.5,0.54,0.11,0.5,0,0.6,0.22,negative,cluster32
1103,0.54,0.6,0.57,0.17,0.5,0,0.44,0.22,negative,cluster8
1104,0.45,0.57,0.38,0.28,0.5,0,0.53,0.31,negative,cluster28
1105,0.55,0.57,0.51,0.07,0.5,0,0.55,0.22,negative,cluster32
1106,0.54,0.47,0.58,0.4,0.5,0,0.46,0.27,negative,cluster30
1107,0.36,0.32,0.55,0.27,0.5,0,0.47,0.43,negative,cluster17
1108,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22,negative,cluster25
1109,0.4,0.39,0.6,0.23,0.5,0,0.52,0.31,negative,cluster33
1110,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,negative,cluster2
1111,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,negative,cluster2
1112,0.5,0.45,0.51,0.19,0.5,0,0.53,0.25,negative,cluster25
1113,0.57,0.55,0.51,0.18,0.5,0,0.51,0.43,negative,cluster0
1114,0.44,0.43,0.46,0.28,0.5,0,0.45,0.29,negative,cluster27
1115,0.46,0.5,0.5,0.28,0.5,0,0.5,0.37,negative,cluster0
1116,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22,negative,cluster11
1117,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,negative,cluster1
1118,0.27,0.46,0.52,0.17,0.5,0,0.49,0.44,negative,cluster17
1119,0.52,0.45,0.45,0.13,0.5,0,0.48,0.22,negative,cluster25
1120,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22,negative,cluster33
1121,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62,negative,cluster31
1122,0.44,0.59,0.54,0.18,0.5,0,0.49,0.22,negative,cluster11
1123,0.48,0.65,0.36,0.24,0.5,0,0.54,0.31,negative,cluster28
1124,0.59,0.49,0.45,0.22,0.5,0,0.45,0.31,negative,cluster27
1125,0.73,0.52,0.59,0.25,0.5,0,0.51,0.22,negative,cluster26
1126,0.5,0.43,0.5,0.17,0.5,0,0.46,0.47,negative,cluster17
1127,0.23,0.13,0.51,0.16,0.5,0,0.53,0.51,negative,cluster21
1128,0.49,0.6,0.54,0.35,0.5,0,0.53,0.46,negative,cluster0
1129,0.52,0.31,0.56,0.16,0.5,0,0.55,0.22,negative,cluster19
1130,0.49,0.48,0.51,0.21,0.5,0,0.53,0.22,negative,cluster25
1131,0.49,0.6,0.42,0.18,0.5,0,0.58,0.28,negative,cluster28
1132,0.6,0.62,0.54,0.11,0.5,0,0.51,0.22,negative,cluster8
1133,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22,negative,cluster4
1134,0.47,0.32,0.51,0.24,0.5,0,0.54,0.27,negative,cluster33
1135,0.53,0.25,0.59,0.27,0.5,0,0.45,0.26,negative,cluster7
1136,0.31,0.5,0.54,0.32,0.5,0,0.53,0.31,negative,cluster12
1137,0.25,0.33,0.48,0.18,0.5,0,0.42,0.33,negative,cluster21
1138,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22,negative,cluster32
1139,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54,negative,cluster0
1140,0.5,0.52,0.51,0.22,0.5,0,0.46,0.37,negative,cluster0
1141,0.62,0.33,0.49,0.24,0.5,0,0.51,0.42,negative,cluster27
1142,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73,negative,cluster31
1143,0.52,0.56,0.55,0.16,0.5,0,0.53,0.39,negative,cluster0
1144,0.53,0.48,0.51,0.18,0.5,0,0.52,0.27,negative,cluster32
1145,0.51,0.48,0.51,0.19,0.5,0,0.51,0.27,negative,cluster25
1146,0.51,0.48,0.51,0.26,0.5,0,0.51,0.27,negative,cluster27
1147,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27,negative,cluster32
1148,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31,negative,cluster32
1149,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31,negative,cluster32
1150,0.44,0.39,0.63,0.11,0.5,0,0.49,0.26,negative,cluster33
1151,0.51,0.5,0.49,0.45,0.5,0,0.48,0.22,negative,cluster30
1152,0.45,0.45,0.51,0.3,0.5,0,0.48,0.44,negative,cluster17
1153,0.38,0.42,0.47,0.12,0.5,0,0.47,0.53,negative,cluster17
1154,0.19,0.66,0.6,0.14,0.5,0,0.2,0.25,negative,cluster2
1155,0.41,0.42,0.23,0.16,0.5,0,0.4,0.22,negative,cluster5
1156,0.25,0.42,0.21,0.14,0.5,0,0.41,0.22,negative,cluster5
1157,0.49,0.31,0.43,0.24,0.5,0,0.54,0.22,negative,cluster16
1158,0.46,0.41,0.43,0.18,0.5,0,0.54,0.22,negative,cluster25
1159,0.38,0.51,0.56,0.21,0.5,0,0.48,0.31,negative,cluster11
1160,0.32,0.36,0.28,0.38,0.5,0,0.5,0.4,negative,cluster5
1161,0.4,0.65,0.38,0.17,0.5,0,0.57,0.22,negative,cluster6
1162,0.36,0.37,0.63,0.25,0.5,0,0.3,0.22,negative,cluster2
1163,0.49,0.55,0.41,0.19,0.5,0,0.48,0.31,negative,cluster28
1164,0.3,0.45,0.55,0.19,0.5,0,0.53,0.4,negative,cluster17
1165,0.88,0.72,0.32,0.3,0.5,0,0.52,0.33,negative,cluster3
1166,0.44,0.4,0.53,0.19,0.5,0,0.48,0.27,negative,cluster33
1167,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38,negative,cluster0
1168,0.46,0.61,0.38,0.35,0.5,0,0.49,0.22,negative,cluster28
1169,0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,negative,cluster30
1170,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25,negative,cluster7
1171,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,negative,cluster31
1172,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22,negative,cluster24
1173,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43,negative,cluster0
1174,0.33,0.37,0.49,0.22,0.5,0,0.55,0.22,negative,cluster21
1175,0.58,0.43,0.32,0.11,0.5,0,0.49,0.22,negative,cluster16
1176,0.58,0.64,0.42,0.3,0.5,0,0.54,0.22,negative,cluster28
1177,0.58,0.37,0.58,0.16,0.5,0,0.51,0.22,negative,cluster4
1178,0.39,0.39,0.65,0.16,0.5,0,0.45,0.22,negative,cluster33
1179,0.51,0.59,0.55,0.21,0.5,0,0.52,0.22,negative,cluster8
1180,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79,negative,cluster22
1181,0.43,0.28,0.41,0.32,0.5,0,0.52,0.22,negative,cluster16
1182,0.41,0.49,0.55,0.13,0.5,0,0.55,0.22,negative,cluster11
1183,0.23,0.29,0.46,0,0.5,0,0.43,0.31,negative,cluster21
1184,0.25,0.48,0.45,0.32,0.5,0,0.4,0.22,negative,cluster12
1185,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26,negative,cluster7
1186,0.61,0.54,0.54,0.38,0.5,0,0.54,0.29,negative,cluster14
1187,0.48,0.17,0.37,0.33,0.5,0,0.44,0.36,negative,cluster16
1188,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26,negative,cluster25
1189,0.55,0.38,0.52,0.16,0.5,0,0.49,0.64,negative,cluster31
1190,0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,negative,cluster17
1191,0.41,0.56,0.53,0.16,0.5,0,0.55,0.26,negative,cluster11
1192,0.78,0.73,0.27,0.28,0.5,0,0.56,0.22,negative,cluster3
1193,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,negative,cluster24
1194,0.63,0.64,0.49,0.2,0.5,0,0.52,0.25,negative,cluster8
1195,0.31,0.4,0.31,0.17,0.5,0,0.52,0.22,negative,cluster5
1196,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,negative,cluster6
1197,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36,negative,cluster27
1198,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25,negative,cluster25
1199,0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,negative,cluster32
1200,0.5,0.45,0.52,0.18,0.5,0,0.52,0.22,negative,cluster25
1201,0.59,0.51,0.47,0.21,0.5,0,0.47,0.22,negative,cluster32
1202,0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,negative,cluster25
1203,0.49,0.48,0.52,0.24,0.5,0,0.5,0.22,negative,cluster25
1204,0.59,0.48,0.49,0.42,0.5,0,0.52,0.22,negative,cluster30
1205,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22,negative,cluster30
1206,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,negative,cluster14
1207,0.49,0.51,0.52,0.13,0.5,0,0.51,0.33,negative,cluster32
1208,0.45,0.4,0.56,0.15,0.5,0,0.52,0.22,negative,cluster33
1209,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,negative,cluster32
1210,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,negative,cluster32
1211,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,negative,cluster18
1212,0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,negative,cluster0
1213,0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,negative,cluster6
1214,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,negative,cluster0
1215,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,negative,cluster32
1216,0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,negative,cluster8
1217,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33,negative,cluster10
1218,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,negative,cluster17
1219,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,negative,cluster22
1220,0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,negative,cluster11
1221,0.54,0.55,0.55,0.4,0.5,0,0.53,0.22,negative,cluster20
1222,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22,negative,cluster21
1223,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,negative,cluster33
1224,0.33,0.36,0.62,0.26,0.5,0,0.55,0.22,negative,cluster33
1225,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,negative,cluster33
1226,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64,negative,cluster31
1227,0.32,0.32,0.52,0.18,0.5,0,0.48,0.34,negative,cluster21
1228,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28,negative,cluster21
1229,0.41,0.46,0.57,0.25,0.5,0,0.57,0.38,negative,cluster19
1230,0.44,0.54,0.51,0.16,0.5,0,0.58,0.22,negative,cluster25
1231,0.44,0.55,0.51,0.16,0.5,0,0.6,0.22,negative,cluster25
1232,0.77,0.7,0.44,0.29,0.5,0,0.56,0.22,negative,cluster29
1233,0.4,0.56,0.53,0.15,0.5,0,0.49,0.22,negative,cluster11
1234,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,negative,cluster3
1235,0.8,0.83,0.43,0.24,0.5,0,0.54,0.22,negative,cluster3
1236,0.58,0.55,0.51,0.13,0.5,0,0.52,0.22,negative,cluster32
1237,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,negative,cluster8
1238,0.47,0.46,0.53,0.12,0.5,0,0.51,0.25,negative,cluster25
1239,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,negative,cluster4
1240,0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,negative,cluster4
1241,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,negative,cluster17
1242,0.45,0.36,0.5,0.19,0.5,0,0.53,0.7,negative,cluster22
1243,0.53,0.51,0.54,0.21,0.5,0,0.45,0.22,negative,cluster4
1244,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,negative,cluster18
1245,0.44,0.49,0.49,0.27,0.5,0,0.52,0.22,negative,cluster25
1246,0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,negative,cluster21
1247,0.49,0.46,0.54,0.18,0.5,0,0.35,0.22,negative,cluster2
1248,0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,negative,cluster33
1249,0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,negative,cluster10
1250,0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,negative,cluster10
1251,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,negative,cluster26
1252,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41,negative,cluster27
1253,0.4,0.44,0.5,0.13,0.5,0,0.52,0.39,negative,cluster17
1254,0.55,0.39,0.39,0.47,0.5,0,0.5,0.83,negative,cluster22
1255,0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,negative,cluster18
1256,0.49,0.38,0.49,0.15,0.5,0,0.53,0.25,negative,cluster25
1257,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,negative,cluster27
1258,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27,negative,cluster8
1259,0.33,0.46,0.53,0.12,0.5,0,0.5,0.27,negative,cluster11
1260,0.57,0.36,0.51,0.25,0.5,0,0.54,0.25,negative,cluster27
1261,0.45,0.76,0.51,0.25,0.5,0,0.59,0.22,negative,cluster6
1262,0.48,0.44,0.51,0.24,0.5,0,0.49,0.22,negative,cluster25
1263,0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,negative,cluster8
1264,0.79,0.56,0.53,0.19,0.5,0,0.47,0.35,negative,cluster26
1265,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27,negative,cluster27
1266,0.79,0.62,0.35,0.35,0.5,0,0.6,0.28,negative,cluster29
1267,0.52,0.5,0.6,0.2,0.5,0,0.52,0.22,negative,cluster4
1268,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22,negative,cluster4
1269,0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,negative,cluster4
1270,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,negative,cluster32
1271,0.61,0.73,0.5,0.58,0.5,0,0.5,0.22,negative,cluster14
1272,0.5,0.43,0.56,0.17,0.5,0,0.35,0.22,negative,cluster2
1273,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37,negative,cluster12
1274,0.66,0.54,0.53,0.17,0.5,0,0.54,0.22,negative,cluster32
1275,0.52,0.51,0.48,0.12,0.5,0,0.54,0.31,negative,cluster32
1276,0.56,0.46,0.51,0.25,0.5,0,0.54,0.22,negative,cluster27
1277,0.47,0.46,0.49,0.27,0.5,0,0.59,0.22,negative,cluster25
1278,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,negative,cluster27
1279,0.43,0.48,0.36,0.26,0.5,0,0.52,0.22,negative,cluster24
1280,0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,negative,cluster19
1281,0.46,0.47,0.62,0.3,0.5,0,0.38,0.22,negative,cluster2
1282,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44,negative,cluster0
1283,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25,negative,cluster21
1284,0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,negative,cluster21
1285,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42,negative,cluster17
1286,0.49,0.36,0.47,0.28,0.5,0,0.56,0.54,negative,cluster17
1287,0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,negative,cluster24
1288,0.34,0.42,0.48,0.19,0.5,0,0.46,0.31,negative,cluster21
1289,0.6,0.57,0.63,0.22,0.5,0,0.5,0.49,negative,cluster0
1290,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,negative,cluster18
1291,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22,negative,cluster19
1292,0.56,0.49,0.47,0.13,0.5,0,0.52,0.22,negative,cluster32
1293,0.47,0.59,0.56,0.09,0.5,0,0.5,0.22,negative,cluster32
1294,0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,negative,cluster7
1295,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22,negative,cluster2
1296,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32,negative,cluster25
1297,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,negative,cluster4
1298,0.55,0.44,0.5,0.09,0.5,0,0.55,0.22,negative,cluster32
1299,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22,negative,cluster19
1300,0.51,0.49,0.48,0.55,0.5,0,0.52,0.58,negative,cluster18
1301,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22,negative,cluster11
1302,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22,negative,cluster29
1303,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,negative,cluster33
1304,0.73,0.59,0.35,0.15,0.5,0,0.54,0.22,negative,cluster29
1305,0.6,0.37,0.52,0.15,0.5,0,0.55,0.26,negative,cluster4
1306,0.64,0.61,0.56,0.15,0.5,0,0.54,0.22,negative,cluster8
1307,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22,negative,cluster32
1308,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22,negative,cluster8
1309,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,negative,cluster2
1310,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25,negative,cluster28
1311,0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,negative,cluster5
1312,0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,negative,cluster32
1313,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,negative,cluster8
1314,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22,negative,cluster25
1315,0.25,0.4,0.54,0.16,0.5,0,0.43,0.22,negative,cluster21
1316,0.63,0.56,0.52,0.21,0.5,0,0.5,0.22,negative,cluster8
1317,0.56,0.68,0.42,0.36,0.5,0,0.49,0.22,negative,cluster28
1318,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,negative,cluster32
1319,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22,negative,cluster25
1320,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,negative,cluster19
1321,0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,negative,cluster3
1322,0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,negative,cluster0
1323,1,0.8,0.29,0.36,0.5,0,0.52,0.22,negative,cluster3
1324,0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,negative,cluster18
1325,0.69,0.66,0.36,0.09,0.5,0,0.56,0.22,negative,cluster29
1326,0.4,0.45,0.45,0.15,0.5,0,0.53,0.48,negative,cluster17
1327,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,negative,cluster28
1328,0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,negative,cluster6
1329,0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,negative,cluster25
1330,0.77,0.78,0.27,0.37,0.5,0,0.49,0.22,negative,cluster3
1331,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,negative,cluster3
1332,0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,negative,cluster25
1333,0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,negative,cluster0
1334,0.53,0.52,0.49,0.27,0.5,0,0.51,0.22,negative,cluster27
1335,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,negative,cluster27
1336,0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,negative,cluster3
1337,0.33,0.49,0.46,0.22,0.5,0,0.53,0.33,negative,cluster24
1338,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,negative,cluster25
1339,0.45,0.39,0.46,0.29,0.5,0,0.42,0.22,negative,cluster27
1340,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,negative,cluster14
1341,0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,negative,cluster7
1342,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,negative,cluster5
1343,0.28,0.41,0.46,0.18,0.5,0,0.47,0.39,negative,cluster21
1344,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,negative,cluster25
1345,0.24,0.25,0.57,0.28,0.5,0,0.51,0.11,negative,cluster21
1346,0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,negative,cluster20
1347,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3,negative,cluster16
1348,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,negative,cluster24
1349,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,negative,cluster22
1350,0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,negative,cluster16
